i	k	etaik
28	2	0.000000
28	3	0.000000
28	4	1.000000
28	5	0.000000
29	0	0.000000
29	1	0.219606
29	2	0.250870
29	3	0.000000
29	4	0.529524
29	5	0.000000
30	0	0.000000
30	1	0.000000
30	2	0.000000
30	3	0.000000
30	4	1.000000
30	5	0.000000
31	0	0.000000
31	1	0.511641
31	2	0.000000
31	3	0.000000
31	4	0.488359
31	5	0.000000
32	0	0.000000
32	1	0.000000
32	2	0.000000
32	3	0.000000
32	4	1.000000
32	5	0.000000
33	0	0.000000
33	1	0.538632
33	2	0.000000
33	3	0.000000
33	4	0.461368
33	5	0.000000
34	0	0.000000
34	1	0.220981
34	2	0.000000
34	3	0.000000
34	4	0.779019
34	5	0.000000
35	0	0.000000
35	1	0.000000
35	2	0.000000
35	3	0.000000
35	4	1.000000
35	5	0.000000
36	0	0.000000
36	1	0.000000
36	2	0.000000
36	3	0.000000
36	4	1.000000
36	5	0.000000
37	0	0.261392
37	1	0.000000
37	2	0.738608
37	3	0.000000
37	4	0.000000
37	5	0.000000
38	0	0.000000
38	1	0.000000
38	2	1.000000
38	3	0.000000
38	4	0.000000
38	5	0.000000
39	0	0.000000
39	1	0.000000
39	2	1.000000
39	3	0.000000
39	4	0.000000
39	5	0.000000
40	0	0.000000
40	1	0.000000
40	2	1.000000
40	3	0.000000
40	4	0.000000
40	5	0.000000
41	0	0.000000
41	1	0.312841
41	2	0.687159
41	3	0.000000
41	4	0.000000
41	5	0.000000
42	0	0.000000
42	1	0.000000
42	2	1.000000
42	3	0.000000
42	4	0.000000
42	5	0.000000
43	0	0.000000
43	1	0.000000
43	2	1.000000
43	3	0.000000
43	4	0.000000
43	5	0.000000
44	0	0.000000
44	1	1.000000
44	2	0.000000
44	3	0.000000
44	4	0.000000
44	5	0.000000
45	0	0.000000
45	1	1.000000
45	2	0.000000
45	3	0.000000
45	4	0.000000
45	5	0.000000
46	0	0.000000
46	1	0.896638
46	2	0.000000
46	3	0.103362
46	4	0.000000
46	5	0.000000
47	0	0.000000
47	1	1.000000
47	2	0.000000
47	3	0.000000
47	4	0.000000
47	5	0.000000
48	0	0.000000
48	1	0.741321
48	2	0.000000
48	3	0.000000
48	4	0.258679
48	5	0.000000
49	0	0.000000
49	1	1.000000
49	2	0.000000
49	3	0.000000
49	4	0.000000
49	5	0.000000
50	0	0.000000
50	1	1.000000
50	2	0.000000
50	3	0.000000
50	4	0.000000
50	5	0.000000
51	0	0.000000
51	1	0.820794
51	2	0.179206
51	3	0.000000
51	4	0.000000
51	5	0.000000
52	0	0.000000
52	1	1.000000
52	2	0.000000
52	3	0.000000
52	4	0.000000
52	5	0.000000
53	0	0.000000
53	1	1.000000
53	2	0.000000
53	3	0.000000
53	4	0.000000
53	5	0.000000
54	0	0.000000
54	1	1.000000
54	2	0.000000
54	3	0.000000
54	4	0.000000
54	5	0.000000
55	0	0.000000
55	1	0.788578
55	2	0.072846
55	3	0.138575
55	4	0.000000
55	5	0.000000
56	0	0.000000
56	1	1.000000
56	2	0.000000
56	3	0.000000
56	4	0.000000
56	5	0.000000
57	0	0.000000
57	1	1.000000
57	2	0.000000
57	3	0.000000
57	4	0.000000
57	5	0.000000
58	0	0.000000
58	1	1.000000
58	2	0.000000
58	3	0.000000
58	4	0.000000
58	5	0.000000
59	0	0.000000
59	1	1.000000
59	2	0.000000
59	3	0.000000
59	4	0.000000
59	5	0.000000
60	0	0.000000
60	1	1.000000
60	2	0.000000
60	3	0.000000
60	4	0.000000
60	5	0.000000
61	0	0.000000
61	1	1.000000
61	2	0.000000
61	3	0.000000
61	4	0.000000
61	5	0.000000
62	0	0.063688
62	1	0.936312
62	2	0.000000
62	3	0.000000
62	4	0.000000
62	5	0.000000
63	0	0.000000
63	1	1.000000
63	2	0.000000
63	3	0.000000
63	4	0.000000
63	5	0.000000
64	0	0.000000
64	1	1.000000
64	2	0.000000
64	3	0.000000
64	4	0.000000
64	5	0.000000
65	0	0.000000
65	1	1.000000
65	2	0.000000
65	3	0.000000
65	4	0.000000
65	5	0.000000
66	0	0.000000
66	1	1.000000
66	2	0.000000
66	3	0.000000
66	4	0.000000
66	5	0.000000
67	0	0.000000
67	1	1.000000
67	2	0.000000
67	3	0.000000
67	4	0.000000
67	5	0.000000
68	0	1.000000
68	1	0.000000
68	2	0.000000
68	3	0.000000
68	4	0.000000
68	5	0.000000
69	0	1.000000
69	1	0.000000
69	2	0.000000
69	3	0.000000
69	4	0.000000
69	5	0.000000
70	0	1.000000
70	1	0.000000
70	2	0.000000
70	3	0.000000
70	4	0.000000
70	5	0.000000
71	0	0.299940
71	1	0.000000
71	2	0.700060
71	3	0.000000
71	4	0.000000
71	5	0.000000
72	0	0.000000
72	1	0.000000
72	2	1.000000
72	3	0.000000
72	4	0.000000
72	5	0.000000
73	0	0.185920
73	1	0.000000
73	2	0.814080
73	3	0.000000
73	4	0.000000
73	5	0.000000
74	0	0.109226
74	1	0.000000
74	2	0.890774
74	3	0.000000
74	4	0.000000
74	5	0.000000
75	0	0.000000
75	1	0.000000
75	2	1.000000
75	3	0.000000
75	4	0.000000
75	5	0.000000
76	0	0.000000
76	1	0.000000
76	2	0.000000
76	3	0.335894
76	4	0.162697
76	5	0.501409
77	0	0.000000
77	1	0.000000
77	2	0.000000
77	3	1.000000
77	4	0.000000
77	5	0.000000
78	0	0.000000
78	1	0.000000
78	2	0.000000
78	3	1.000000
78	4	0.000000
78	5	0.000000
79	0	0.000000
79	1	0.000000
79	2	0.000000
79	3	1.000000
79	4	0.000000
79	5	0.000000
80	0	0.000000
80	1	0.000000
80	2	0.000000
80	3	1.000000
80	4	0.000000
80	5	0.000000
81	0	0.000000
81	1	0.000000
81	2	0.000000
81	3	1.000000
81	4	0.000000
81	5	0.000000
82	0	0.000000
82	1	0.000000
82	2	0.000000
82	3	1.000000
82	4	0.000000
82	5	0.000000
83	0	0.000000
83	1	0.172304
83	2	0.000000
83	3	0.827696
83	4	0.000000
83	5	0.000000
84	0	0.000000
84	1	0.000000
84	2	0.000000
84	3	1.000000
84	4	0.000000
84	5	0.000000
85	0	0.000000
85	1	0.000000
85	2	0.000000
85	3	1.000000
85	4	0.000000
85	5	0.000000
86	0	0.000000
86	1	0.000000
86	2	0.000000
86	3	1.000000
86	4	0.000000
86	5	0.000000
87	0	0.000000
87	1	0.000000
87	2	0.000000
87	3	1.000000
87	4	0.000000
87	5	0.000000
88	0	0.000000
88	1	0.000000
88	2	0.000000
88	3	1.000000
88	4	0.000000
88	5	0.000000
89	0	0.000000
89	1	0.000000
89	2	0.000000
89	3	1.000000
89	4	0.000000
89	5	0.000000
90	0	0.000000
90	1	0.000000
90	2	0.000000
90	3	1.000000
90	4	0.000000
90	5	0.000000
91	0	0.000000
91	1	0.000000
91	2	0.000000
91	3	1.000000
91	4	0.000000
91	5	0.000000
92	0	0.000000
92	1	0.000000
92	2	0.000000
92	3	1.000000
92	4	0.000000
92	5	0.000000
93	0	0.000000
93	1	0.000000
93	2	0.000000
93	3	1.000000
93	4	0.000000
93	5	0.000000
94	0	0.000000
94	1	0.000000
94	2	0.000000
94	3	1.000000
94	4	0.000000
94	5	0.000000
95	0	0.000000
95	1	0.000000
95	2	0.000000
95	3	1.000000
95	4	0.000000
95	5	0.000000
96	0	0.000000
96	1	0.000000
96	2	0.000000
96	3	1.000000
96	4	0.000000
96	5	0.000000
97	0	0.000000
97	1	0.000000
97	2	0.000000
97	3	1.000000
97	4	0.000000
97	5	0.000000
98	0	0.000000
98	1	0.000000
98	2	0.000000
98	3	1.000000
98	4	0.000000
98	5	0.000000
99	0	0.000000
99	1	0.000000
99	2	0.000000
99	3	1.000000
99	4	0.000000
99	5	0.000000
100	0	0.000000
100	1	0.000000
100	2	0.000000
100	3	1.000000
100	4	0.000000
100	5	0.000000
101	0	0.000000
101	1	0.000000
101	2	0.000000
101	3	1.000000
101	4	0.000000
101	5	0.000000
102	0	0.000000
102	1	0.000000
102	2	0.000000
102	3	1.000000
102	4	0.000000
102	5	0.000000
103	0	0.000000
103	1	0.142963
103	2	0.000000
103	3	0.857037
103	4	0.000000
103	5	0.000000
104	0	0.042200
104	1	0.167053
104	2	0.121843
104	3	0.668904
104	4	0.000000
104	5	0.000000
105	0	0.000000
105	1	0.102840
105	2	0.000000
105	3	0.897160
105	4	0.000000
105	5	0.000000
106	0	0.000000
106	1	0.093076
106	2	0.000000
106	3	0.906924
106	4	0.000000
106	5	0.000000
107	0	0.000000
107	1	0.000000
107	2	0.000000
107	3	1.000000
107	4	0.000000
107	5	0.000000
108	0	0.000000
108	1	0.000000
108	2	0.000000
108	3	1.000000
108	4	0.000000
108	5	0.000000
109	0	0.000000
109	1	0.000000
109	2	0.000000
109	3	1.000000
109	4	0.000000
109	5	0.000000
110	0	0.000000
110	1	0.000000
110	2	0.000000
110	3	1.000000
110	4	0.000000
110	5	0.000000
111	0	0.000000
111	1	0.000000
111	2	0.000000
111	3	1.000000
111	4	0.000000
111	5	0.000000
112	0	0.000000
112	1	0.154647
112	2	0.000000
112	3	0.845353
112	4	0.000000
112	5	0.000000
113	0	0.000000
113	1	0.000000
113	2	0.000000
113	3	1.000000
113	4	0.000000
113	5	0.000000
114	0	0.000000
114	1	0.000000
114	2	0.000000
114	3	1.000000
114	4	0.000000
114	5	0.000000
115	0	0.000000
115	1	0.000000
115	2	0.000000
115	3	0.902731
115	4	0.097269
115	5	0.000000
116	0	0.000000
116	1	0.000000
116	2	0.000000
116	3	1.000000
116	4	0.000000
116	5	0.000000
117	0	0.000000
117	1	0.000000
117	2	0.000000
117	3	1.000000
117	4	0.000000
117	5	0.000000
118	0	0.000000
118	1	0.000000
118	2	0.000000
118	3	1.000000
118	4	0.000000
118	5	0.000000
119	0	0.000000
119	1	0.000000
119	2	0.000000
119	3	1.000000
119	4	0.000000
119	5	0.000000
120	0	0.000000
120	1	0.176504
120	2	0.000000
120	3	0.823496
120	4	0.000000
120	5	0.000000
121	0	0.000000
121	1	0.000000
121	2	0.000000
121	3	1.000000
121	4	0.000000
121	5	0.000000
122	0	0.000000
122	1	0.000000
122	2	0.000000
122	3	1.000000
122	4	0.000000
122	5	0.000000
123	0	0.000000
123	1	0.151653
123	2	0.000000
123	3	0.848347
123	4	0.000000
123	5	0.000000
124	0	0.000000
124	1	0.000000
124	2	0.000000
124	3	1.000000
124	4	0.000000
124	5	0.000000
125	0	0.000000
125	1	0.000000
125	2	0.000000
125	3	1.000000
125	4	0.000000
125	5	0.000000
126	0	0.000000
126	1	0.000000
126	2	0.000000
126	3	1.000000
126	4	0.000000
126	5	0.000000
127	0	0.000000
127	1	0.000000
127	2	0.000000
127	3	1.000000
127	4	0.000000
127	5	0.000000
128	0	0.000000
128	1	0.000000
128	2	0.000000
128	3	1.000000
128	4	0.000000
128	5	0.000000
129	0	0.000000
129	1	0.000000
129	2	0.000000
129	3	1.000000
129	4	0.000000
129	5	0.000000
130	0	0.000000
130	1	0.000000
130	2	0.000000
130	3	1.000000
130	4	0.000000
130	5	0.000000
131	0	0.000000
131	1	0.000000
131	2	0.000000
131	3	1.000000
131	4	0.000000
131	5	0.000000
132	0	0.000000
132	1	0.000000
132	2	0.000000
132	3	1.000000
132	4	0.000000
132	5	0.000000
133	0	0.000000
133	1	0.000000
133	2	0.000000
133	3	1.000000
133	4	0.000000
133	5	0.000000
134	0	0.000000
134	1	0.092560
134	2	0.000000
134	3	0.907440
134	4	0.000000
134	5	0.000000
135	0	0.000000
135	1	0.000000
135	2	0.000000
135	3	1.000000
135	4	0.000000
135	5	0.000000
136	0	0.000000
136	1	0.000000
136	2	0.000000
136	3	1.000000
136	4	0.000000
136	5	0.000000
137	0	0.000000
137	1	0.000000
137	2	0.000000
137	3	1.000000
137	4	0.000000
137	5	0.000000
138	0	0.000000
138	1	0.000000
138	2	0.000000
138	3	0.000000
138	4	0.000000
138	5	1.000000
139	0	0.000000
139	1	0.000000
139	2	0.000000
139	3	0.092709
139	4	0.000000
139	5	0.907291
140	0	0.000000
140	1	0.188154
140	2	0.000000
140	3	0.000000
140	4	0.240266
140	5	0.571580
141	0	0.000000
141	1	0.314731
141	2	0.000000
141	3	0.000000
141	4	0.072970
141	5	0.612299
142	0	0.000000
142	1	0.000000
142	2	0.000000
142	3	0.000000
142	4	0.000000
142	5	1.000000
143	0	0.000000
143	1	0.000000
143	2	0.000000
143	3	0.000000
143	4	0.180162
143	5	0.819838
144	0	0.000000
144	1	0.000000
144	2	0.000000
144	3	0.000000
144	4	0.000000
144	5	1.000000
145	0	0.000000
145	1	0.000000
145	2	0.127250
145	3	0.000000
145	4	0.100275
145	5	0.772475
146	0	0.000000
146	1	0.103334
146	2	0.000000
146	3	0.000000
146	4	0.000000
146	5	0.896666
147	0	0.000000
147	1	0.193993
147	2	0.000000
147	3	0.000000
147	4	0.215103
147	5	0.590903
148	0	0.000000
148	1	0.000406
148	2	0.000000
148	3	0.000000
148	4	0.486328
148	5	0.513266
149	0	0.000000
149	1	0.000000
149	2	0.000000
149	3	0.124969
149	4	0.000000
149	5	0.875031
150	0	0.000000
150	1	0.000000
150	2	0.000000
150	3	0.000000
150	4	0.000000
150	5	1.000000
151	0	0.000000
151	1	0.000000
151	2	0.000000
151	3	0.000000
151	4	0.152851
151	5	0.847149
152	0	0.740806
152	1	0.000000
152	2	0.000000
152	3	0.062500
152	4	0.196694
152	5	0.000000
153	0	1.000000
153	1	0.000000
153	2	0.000000
153	3	0.000000
153	4	0.000000
153	5	0.000000
154	0	0.000000
154	1	0.102448
154	2	0.144503
154	3	0.286767
154	4	0.466282
154	5	0.000000
155	0	0.000000
155	1	0.000000
155	2	0.000000
155	3	0.000000
155	4	1.000000
155	5	0.000000
156	0	0.000000
156	1	0.484233
156	2	0.000000
156	3	0.000000
156	4	0.515767
156	5	0.000000
157	0	0.000000
157	1	0.468919
157	2	0.000000
157	3	0.531081
157	4	0.000000
157	5	0.000000
158	0	0.000000
158	1	0.000000
158	2	0.021444
158	3	0.366796
158	4	0.611760
158	5	0.000000
159	0	0.000000
159	1	0.155121
159	2	0.000000
159	3	0.000000
159	4	0.844879
159	5	0.000000
160	0	0.000000
160	1	0.469405
160	2	0.000000
160	3	0.000000
160	4	0.530595
160	5	0.000000
161	0	0.000000
161	1	0.192839
161	2	0.179025
161	3	0.157948
161	4	0.470189
161	5	0.000000
162	0	0.000000
162	1	0.080440
162	2	0.146219
162	3	0.000069
162	4	0.773273
162	5	0.000000
163	0	0.000000
163	1	1.000000
163	2	0.000000
163	3	0.000000
163	4	0.000000
163	5	0.000000
164	0	0.000000
164	1	0.294718
164	2	0.000000
164	3	0.000000
164	4	0.705282
164	5	0.000000
165	0	0.000000
165	1	0.265271
165	2	0.000000
165	3	0.000000
165	4	0.734729
165	5	0.000000
166	0	0.000000
166	1	0.337818
166	2	0.000000
166	3	0.000000
166	4	0.662182
166	5	0.000000
167	0	0.000000
167	1	0.000000
167	2	0.000000
167	3	0.174286
167	4	0.825714
167	5	0.000000
168	0	0.000000
168	1	0.604006
168	2	0.000000
168	3	0.000000
168	4	0.395994
168	5	0.000000
169	0	0.000000
169	1	0.339229
169	2	0.000000
169	3	0.000000
169	4	0.660771
169	5	0.000000
170	0	0.000000
170	1	0.000000
170	2	0.000000
170	3	0.000000
170	4	1.000000
170	5	0.000000
171	0	0.000000
171	1	0.000000
171	2	0.000000
171	3	0.000000
171	4	1.000000
171	5	0.000000
172	0	0.000000
172	1	0.000000
172	2	0.000000
172	3	0.000000
172	4	1.000000
172	5	0.000000
173	0	0.000000
173	1	0.520548
173	2	0.000000
173	3	0.000000
173	4	0.479452
173	5	0.000000
174	0	0.000000
174	1	0.317098
174	2	0.000000
174	3	0.000000
174	4	0.682902
174	5	0.000000
175	0	0.000000
175	1	0.000000
175	2	0.000000
175	3	0.000000
175	4	0.000000
175	5	0.000000
176	0	0.000000
176	1	0.000000
176	2	0.000000
176	3	0.000000
176	4	0.000000
176	5	0.000000
177	0	1.000000
177	1	0.000000
177	2	0.000000
177	3	0.000000
177	4	0.000000
177	5	0.000000
178	0	0.000000
178	1	0.000000
178	2	1.000000
178	3	0.000000
178	4	0.000000
178	5	0.000000
179	0	0.000000
179	1	0.000000
179	2	0.906933
179	3	0.000000
179	4	0.093067
179	5	0.000000
180	0	0.000000
180	1	0.000000
180	2	1.000000
180	3	0.000000
180	4	0.000000
180	5	0.000000
181	0	0.000000
181	1	0.000000
181	2	1.000000
181	3	0.000000
181	4	0.000000
181	5	0.000000
182	0	0.000000
182	1	0.000000
182	2	1.000000
182	3	0.000000
182	4	0.000000
182	5	0.000000
183	0	0.000000
183	1	0.000000
183	2	1.000000
183	3	0.000000
183	4	0.000000
183	5	0.000000
184	0	0.184941
184	1	0.000010
184	2	0.815050
184	3	0.000000
184	4	0.000000
184	5	0.000000
185	0	0.261234
185	1	0.000000
185	2	0.738766
185	3	0.000000
185	4	0.000000
185	5	0.000000
186	0	0.086167
186	1	0.000000
186	2	0.913833
186	3	0.000000
186	4	0.000000
186	5	0.000000
187	0	0.000000
187	1	0.000000
187	2	1.000000
187	3	0.000000
187	4	0.000000
187	5	0.000000
188	0	0.102692
188	1	0.000000
188	2	0.897308
188	3	0.000000
188	4	0.000000
188	5	0.000000
189	0	0.024995
189	1	0.000000
189	2	0.975005
189	3	0.000000
189	4	0.000000
189	5	0.000000
190	0	0.000000
190	1	0.000000
190	2	1.000000
190	3	0.000000
190	4	0.000000
190	5	0.000000
191	0	0.077392
191	1	0.000000
191	2	0.922608
191	3	0.000000
191	4	0.000000
191	5	0.000000
192	0	0.000000
192	1	0.000000
192	2	1.000000
192	3	0.000000
192	4	0.000000
192	5	0.000000
193	0	1.000000
193	1	0.000000
193	2	0.000000
193	3	0.000000
193	4	0.000000
193	5	0.000000
194	0	0.000000
194	1	0.000000
194	2	1.000000
194	3	0.000000
194	4	0.000000
194	5	0.000000
195	0	0.000000
195	1	0.000000
195	2	1.000000
195	3	0.000000
195	4	0.000000
195	5	0.000000
196	0	0.000000
196	1	0.000000
196	2	1.000000
196	3	0.000000
196	4	0.000000
196	5	0.000000
197	0	0.000000
197	1	0.000000
197	2	1.000000
197	3	0.000000
197	4	0.000000
197	5	0.000000
198	0	0.000000
198	1	0.000000
198	2	1.000000
198	3	0.000000
198	4	0.000000
198	5	0.000000
199	0	0.000000
199	1	0.000000
199	2	1.000000
199	3	0.000000
199	4	0.000000
199	5	0.000000
200	0	0.000000
200	1	0.000000
200	2	1.000000
200	3	0.000000
200	4	0.000000
200	5	0.000000
201	0	0.000000
201	1	0.000000
201	2	1.000000
201	3	0.000000
201	4	0.000000
201	5	0.000000
202	0	0.000000
202	1	0.000000
202	2	0.000000
202	3	0.000000
202	4	0.000000
202	5	0.000000
203	0	0.000000
203	1	0.000000
203	2	0.000000
203	3	0.219473
203	4	0.000000
203	5	0.780527
204	0	0.101339
204	1	0.329896
204	2	0.000000
204	3	0.374436
204	4	0.000000
204	5	0.194329
205	0	0.000000
205	1	0.000000
205	2	0.000000
205	3	0.002853
205	4	0.000000
205	5	0.997147
206	0	0.000000
206	1	0.208682
206	2	0.000000
206	3	0.000000
206	4	0.000000
206	5	0.791318
207	0	0.000000
207	1	0.000000
207	2	0.160604
207	3	0.000000
207	4	0.000000
207	5	0.839396
208	0	0.000000
208	1	0.235610
208	2	0.132790
208	3	0.000000
208	4	0.000000
208	5	0.631601
209	0	0.000000
209	1	0.281869
209	2	0.000000
209	3	0.000000
209	4	0.000000
209	5	0.718131
210	0	0.000000
210	1	0.187384
210	2	0.136668
210	3	0.000000
210	4	0.000000
210	5	0.675948
211	0	0.000000
211	1	0.385638
211	2	0.000000
211	3	0.000000
211	4	0.229372
211	5	0.384989

